county,state,state_encoded,total_non_english_speakers_18_64,foreign_born_population,spanish_speakers_total,spanish_eng_very_well,spanish_eng_well,spanish_eng_not_well,spanish_eng_not_at_all,indo_euro_speakers_total,indo_euro_eng_very_well,indo_euro_eng_well,indo_euro_eng_not_well,indo_euro_eng_not_at_all,asian_pac_speakers_total,asian_pac_eng_very_well,asian_pac_eng_well,asian_pac_eng_not_well,asian_pac_eng_not_at_all,other_lang_speakers_total,other_lang_eng_very_well,other_lang_eng_well,other_lang_eng_not_well,other_lang_eng_not_at_all,total_enrolled_in_school,enrolled_college_or_grad_school,median_household_income_usd
Spencer County,Indiana,14,11267,393.0,230,110,95,20,5,37,37,0,0,0,51,24,17,10,0,6,6,0,0,0,4430,665,66168
Starke County,Indiana,14,13250,372.0,158,123,32,0,3,162,121,18,23,0,17,11,6,0,0,0,0,0,0,0,4626,437,59916
Steuben County,Indiana,14,19686,498.0,471,251,148,72,0,100,88,12,0,0,124,120,4,0,0,17,17,0,0,0,8032,2107,68837
Sullivan County,Indiana,14,12619,131.0,230,113,28,83,6,3,3,0,0,0,18,0,18,0,0,0,0,0,0,0,4048,506,54556
Switzerland County,Indiana,14,5476,162.0,87,23,64,0,0,139,139,0,0,0,0,0,0,0,0,12,3,0,9,0,2295,300,66525
Tippecanoe County,Indiana,14,106956,22091.0,6446,3331,1667,1301,147,4562,3705,585,272,0,7626,4462,2588,524,52,1507,1195,187,125,0,71446,33018,55728
Tipton County,Indiana,14,8611,175.0,198,171,27,0,0,42,42,0,0,0,12,12,0,0,0,9,9,0,0,0,3031,458,71947
Union County,Indiana,14,4088,78.0,40,21,5,14,0,0,0,0,0,0,36,9,27,0,0,0,0,0,0,0,1281,168,68514
Vanderburgh County,Indiana,14,104852,5522.0,1913,1030,351,229,303,999,607,392,0,0,1127,759,300,68,0,560,401,40,119,0,41634,9936,58839
Vermillion County,Indiana,14,8872,85.0,108,63,34,2,9,10,10,0,0,0,30,13,17,0,0,4,0,4,0,0,3402,447,59567
Vigo County,Indiana,14,63185,3080.0,1694,1184,156,170,184,549,438,70,41,0,1083,698,323,55,7,314,234,72,8,0,29327,11236,52789
Wabash County,Indiana,14,17351,303.0,439,390,45,4,0,121,118,0,3,0,21,18,3,0,0,34,23,11,0,0,7280,1670,66194
Warren County,Indiana,14,4778,93.0,31,26,0,5,0,38,29,9,0,0,0,0,0,0,0,0,0,0,0,0,1836,172,72833
Warrick County,Indiana,14,35685,2556.0,600,286,231,83,0,499,416,67,16,0,622,471,102,26,23,34,34,0,0,0,15537,2336,91105
Washington County,Indiana,14,16354,192.0,267,216,51,0,0,116,66,33,17,0,15,7,8,0,0,0,0,0,0,0,5956,979,60695
Wayne County,Indiana,14,36554,1851.0,1321,565,281,344,131,685,426,244,15,0,326,227,66,29,4,34,23,0,11,0,15107,3025,54854
Wells County,Indiana,14,15503,412.0,448,291,67,69,21,155,90,22,43,0,23,23,0,0,0,0,0,0,0,0,6282,728,68074
White County,Indiana,14,12759,1217.0,1023,444,229,236,114,100,90,10,0,0,41,18,23,0,0,0,0,0,0,0,5146,688,65345
Whitley County,Indiana,14,19589,404.0,135,118,0,16,1,320,317,0,3,0,35,6,24,5,0,29,29,0,0,0,7384,1011,73636
Adair County,Iowa,15,4055,69.0,84,83,1,0,0,5,5,0,0,0,5,5,0,0,0,18,18,0,0,0,1422,177,63172
Adams County,Iowa,15,1969,15.0,72,68,4,0,0,16,12,0,4,0,0,0,0,0,0,0,0,0,0,0,758,109,64750
Allamakee County,Iowa,15,6621,812.0,512,164,128,200,20,206,171,35,0,0,25,9,0,16,0,173,56,26,87,4,3032,461,64049
Appanoose County,Iowa,15,6512,139.0,53,11,42,0,0,128,97,31,0,0,10,10,0,0,0,0,0,0,0,0,2423,229,50684
Audubon County,Iowa,15,2967,49.0,39,11,18,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,77,54973
Benton County,Iowa,15,14540,185.0,231,174,8,49,0,119,89,30,0,0,10,6,4,0,0,0,0,0,0,0,5539,586,79444
Black Hawk County,Iowa,15,72495,8441.0,2690,1662,549,391,88,3276,1471,784,869,152,1493,491,582,234,186,259,177,58,24,0,36034,12804,62329
Boone County,Iowa,15,15689,337.0,226,196,11,19,0,75,75,0,0,0,1,0,0,1,0,0,0,0,0,0,5502,799,75759
Bremer County,Iowa,15,14059,525.0,204,178,17,5,4,97,88,9,0,0,115,22,38,55,0,38,17,0,21,0,6916,2027,84727
Buchanan County,Iowa,15,11089,320.0,192,71,91,0,30,303,238,65,0,0,7,4,3,0,0,0,0,0,0,0,4908,521,73493
Buena Vista County,Iowa,15,7183,4347.0,2883,938,979,833,133,67,45,13,9,0,1477,514,238,421,304,264,141,70,53,0,5575,1186,62662
Butler County,Iowa,15,7607,282.0,101,71,23,7,0,61,61,0,0,0,109,35,74,0,0,5,5,0,0,0,3058,250,65743
Calhoun County,Iowa,15,5377,67.0,50,27,16,7,0,18,18,0,0,0,11,8,3,0,0,5,5,0,0,0,2102,330,65614
Carroll County,Iowa,15,11164,414.0,179,79,71,29,0,10,10,0,0,0,15,0,15,0,0,103,0,103,0,0,4588,447,68041
Cass County,Iowa,15,7076,73.0,55,10,32,13,0,35,35,0,0,0,12,3,9,0,0,7,7,0,0,0,2909,322,60815
Cedar County,Iowa,15,10565,268.0,146,94,5,47,0,17,8,9,0,0,55,55,0,0,0,11,0,11,0,0,3839,501,76959
Cerro Gordo County,Iowa,15,23387,967.0,670,489,121,16,44,142,108,14,20,0,203,81,100,22,0,46,27,19,0,0,8755,1334,63149
Cherokee County,Iowa,15,5929,204.0,292,205,85,2,0,7,7,0,0,0,20,20,0,0,0,5,0,5,0,0,2330,195,63638
Chickasaw County,Iowa,15,6257,159.0,184,41,90,49,4,92,71,21,0,0,4,4,0,0,0,17,17,0,0,0,2411,256,72734
Clarke County,Iowa,15,4617,557.0,628,406,107,114,1,73,56,17,0,0,15,10,5,0,0,0,0,0,0,0,2119,293,63120
Clay County,Iowa,15,8867,165.0,161,107,9,45,0,31,29,2,0,0,0,0,0,0,0,19,19,0,0,0,3662,586,61756
Clayton County,Iowa,15,8643,328.0,273,130,45,49,49,362,329,31,2,0,45,19,15,11,0,27,27,0,0,0,3155,356,60441
Clinton County,Iowa,15,25879,952.0,414,310,29,74,1,36,31,5,0,0,365,176,24,68,97,108,88,0,20,0,9662,1181,61080
Crawford County,Iowa,15,6244,2482.0,2677,1121,544,532,480,39,30,9,0,0,226,131,21,70,4,201,118,79,3,1,4309,746,61188
Dallas County,Iowa,15,52372,9290.0,3112,1661,701,627,123,2471,1668,455,226,122,1877,1109,576,192,0,1251,775,329,147,0,25798,3078,99533
Davis County,Iowa,15,3446,108.0,143,91,44,4,4,1157,850,307,0,0,33,0,33,0,0,11,11,0,0,0,1724,121,77176
Decatur County,Iowa,15,4087,171.0,73,50,18,5,0,181,127,54,0,0,47,13,27,7,0,17,13,0,4,0,2082,761,56068
Delaware County,Iowa,15,9458,59.0,134,116,4,7,7,152,146,2,4,0,34,34,0,0,0,11,11,0,0,0,3818,380,75896
Des Moines County,Iowa,15,21253,857.0,350,299,24,27,0,170,102,45,23,0,226,66,156,0,4,40,26,14,0,0,8251,1199,58084
Dickinson County,Iowa,15,9066,391.0,236,191,14,22,9,84,49,35,0,0,175,39,24,112,0,3,3,0,0,0,3000,317,72446
Dubuque County,Iowa,15,55267,3213.0,1367,897,236,81,153,638,371,98,169,0,809,445,245,89,30,271,204,29,33,5,24530,5222,73495
Emmet County,Iowa,15,4993,447.0,355,91,79,185,0,36,36,0,0,0,18,7,11,0,0,1,1,0,0,0,2246,690,64461
Fayette County,Iowa,15,10749,279.0,207,148,29,20,10,91,79,7,5,0,79,76,3,0,0,7,7,0,0,0,4120,752,56043
Floyd County,Iowa,15,7941,523.0,119,71,34,14,0,151,151,0,0,0,210,198,12,0,0,113,113,0,0,0,3184,357,62356
Franklin County,Iowa,15,4738,540.0,627,391,73,144,19,168,130,0,38,0,0,0,0,0,0,0,0,0,0,0,2241,273,62214
Fremont County,Iowa,15,3602,58.0,50,44,5,1,0,20,5,0,15,0,0,0,0,0,0,0,0,0,0,0,1426,176,69375
Greene County,Iowa,15,4667,135.0,78,30,20,28,0,14,14,0,0,0,31,31,0,0,0,3,3,0,0,0,1876,177,56884
Grundy County,Iowa,15,6731,223.0,134,44,75,15,0,18,5,9,4,0,15,4,1,6,4,3,3,0,0,0,2942,394,80701
Guthrie County,Iowa,15,5721,187.0,121,82,28,6,5,27,8,10,9,0,15,8,7,0,0,0,0,0,0,0,2179,257,75795
Hamilton County,Iowa,15,7603,632.0,606,351,90,131,34,40,34,5,1,0,135,97,4,34,0,80,80,0,0,0,3201,238,66685
Hancock County,Iowa,15,5779,195.0,133,84,17,31,1,40,38,2,0,0,23,0,23,0,0,6,6,0,0,0,1961,116,67865
Hardin County,Iowa,15,9308,471.0,357,164,78,113,2,32,26,0,0,6,75,45,10,7,13,22,16,0,6,0,3353,638,64656
Harrison County,Iowa,15,8280,113.0,103,71,28,4,0,18,18,0,0,0,9,9,0,0,0,3,3,0,0,0,3202,354,75830
Henry County,Iowa,15,11359,735.0,480,294,30,88,68,77,56,21,0,0,359,126,179,54,0,21,17,4,0,0,4583,1004,62365
Howard County,Iowa,15,4742,106.0,104,45,27,29,3,267,200,67,0,0,14,13,1,0,0,0,0,0,0,0,1998,102,63947
Humboldt County,Iowa,15,4919,287.0,274,143,29,57,45,54,38,3,0,13,60,21,0,39,0,0,0,0,0,0,2133,227,66617
Ida County,Iowa,15,3621,107.0,122,102,17,3,0,10,8,2,0,0,7,7,0,0,0,4,4,0,0,0,1432,103,63125
Iowa County,Iowa,15,9342,189.0,123,82,7,33,1,40,20,20,0,0,23,18,0,5,0,5,3,2,0,0,3632,323,69787
Jackson County,Iowa,15,10710,226.0,193,174,19,0,0,45,41,4,0,0,98,28,57,13,0,0,0,0,0,0,4191,597,69709
Jasper County,Iowa,15,21137,889.0,551,351,111,65,24,166,56,110,0,0,110,36,11,63,0,290,140,63,87,0,8156,1199,67784
Jefferson County,Iowa,15,7436,1882.0,192,62,13,117,0,546,372,114,0,60,497,234,227,36,0,531,336,195,0,0,3496,668,52210
Johnson County,Iowa,15,86245,16863.0,4501,3205,496,640,160,5091,3625,812,551,103,5232,3324,1344,497,67,3267,1535,1327,405,0,54123,23946,72977
Jones County,Iowa,15,11806,194.0,177,137,12,28,0,46,36,0,10,0,43,12,5,11,15,0,0,0,0,0,4116,530,68781
Keokuk County,Iowa,15,5431,108.0,104,54,31,7,12,4,4,0,0,0,5,3,2,0,0,2,2,0,0,0,2185,176,60016
Kossuth County,Iowa,15,7505,459.0,298,37,6,156,99,38,38,0,0,0,38,19,19,0,0,0,0,0,0,0,3066,346,62553
Lee County,Iowa,15,18884,457.0,354,316,21,17,0,21,21,0,0,0,2,2,0,0,0,5,0,0,5,0,6717,1087,58094
Linn County,Iowa,15,127759,11576.0,3233,2464,501,249,19,3525,1661,1132,603,129,2260,1173,687,303,97,2215,1430,461,244,80,56314,11518,75457
Louisa County,Iowa,15,5048,929.0,1043,522,125,232,164,60,60,0,0,0,109,27,19,63,0,40,18,0,22,0,2258,359,72500
Lucas County,Iowa,15,4527,236.0,68,12,36,10,10,228,112,112,4,0,15,6,0,9,0,0,0,0,0,0,1883,156,63405
Lyon County,Iowa,15,6164,199.0,154,82,22,24,26,23,23,0,0,0,12,4,7,1,0,10,4,0,6,0,3038,266,73735
Madison County,Iowa,15,9280,192.0,88,73,0,15,0,106,100,3,3,0,16,16,0,0,0,0,0,0,0,0,3905,308,88110
Mahaska County,Iowa,15,12275,370.0,203,157,23,23,0,17,6,0,11,0,127,5,55,67,0,0,0,0,0,0,5267,877,65200
Marion County,Iowa,15,18764,623.0,364,247,97,20,0,109,108,0,1,0,181,111,48,22,0,11,11,0,0,0,8555,1951,74193
Marshall County,Iowa,15,16720,5476.0,4772,1867,876,1594,435,164,19,30,84,31,1045,78,537,208,222,87,14,20,35,18,9415,1039,70828
Mills County,Iowa,15,8068,242.0,111,51,0,34,26,16,11,5,0,0,50,24,26,0,0,0,0,0,0,0,3548,515,81907
Mitchell County,Iowa,15,5274,201.0,126,77,5,43,1,340,123,217,0,0,64,55,8,0,1,0,0,0,0,0,2144,271,66056
Monona County,Iowa,15,4586,26.0,76,43,16,17,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,180,59897
